old	new	scope	decl_files
mess_breite	measure_width	global	./kernel/wm.fi
mess_grund	measure_reason	global	./kernel/wm.fi
mess_zeilen	measure_lines	global	./kernel/wm.fi
meta_wert	meta_value	global	./kernel/user/opk.fi
metric_ist_laenge	metric_is_len	global	./kernel/user/wlibc.fi
mic_pruefen	mic_check	global	./lib/wlan/wpa.fi
mic_rechnen	mic_compute	global	./lib/wlan/wpa.fi
mini_bereit	mini_ready	global	./kernel/user/expdlg.fi
mini_breite	mini_width	global	./kernel/user/expdlg.fi
mini_hoehe	mini_height	global	./kernel/user/expdlg.fi
mini_kante	mini_edge	global	./kernel/user/expdlg.fi
mini_laden	mini_load	global	./kernel/user/expdlg.fi
mini_machen	mini_make	global	./kernel/user/viewer.fi
mini_slot_breite	mini_slot_width	global	./kernel/user/expdlg.fi
mini_slot_hoehe	mini_slot_height	global	./kernel/user/expdlg.fi
mini_slot_laden	mini_slot_load	global	./kernel/user/expdlg.fi
modi_lesen	modes_read	global	./kernel/user/settings.fi
modi_zeigen	modes_show	global	./kernel/user/dispctl.fi
modul_laden	module_load	global	./kernel/app/wasm.fi
motion_aus	motion_off	global	./kernel/user/wlib.fi
nach	move_to	global	./kernel/vektor.fi
nach_leerzeichen	after_space	global	./kernel/app/jarvisd.fi
nach_wort	after_word	global	./kernel/user/kbund.fi
naechste_id	next_id	global	./kernel/user/korb.fi
naechste_nummer	next_number	global	./kernel/user/explorer.fi
naechstes_fenster	next_window	global	./kernel/wm.fi
name_gleich	name_eq	global	./kernel/app/wasm.fi
name_holen	name_get	global	./lib/wlan/usbchip.fi
namen_aus_index	names_off_index	global	./kernel/user/locate.fi
netz_lesen	net_read	global	./kernel/app/anb_eigen.fi
netz_ssid_holen	net_ssid_get	global	./lib/wlan/verbinden.fi
neu_knoten	new_node	global	./kernel/app/kjson.fi
neu_lesen	new_read	file	./kernel/user/explorer.fi;./kernel/user/papierkorb.fi;./kernel/user/speicher.fi
neu_setzen	new_set	global	./kernel/user/wlib.fi
neu_suchen	new_find	global	./kernel/user/launcher.fi
neue_datei	new_file	global	./kernel/user/expdlg.fi
neue_datei_fragen	new_file_ask	global	./kernel/user/explorer.fi
noti_neu	noti_new	file	./kernel/user/ulib.fi;./kernel/user/wlib.fi;./kernel/user/wlibc.fi
num_aus	num_out	global	./kernel/user/kbund.fi
num_ein	num_in	global	./kernel/user/kbund.fi
nur_erstes_gib	only_first_give	global	./kernel/acpi.fi
nv_lesen	nv_read	global	./kernel/user/settings.fi
oder_leer	or_empty	global	./kernel/user/appdir.fi
oeffnen	open	file	./kernel/app/ksiegel.fi;./kernel/user/explorer.fi;./kernel/user/viewer.fi
oeffnenmit_zahl	openwith_num	global	./kernel/user/expdlg.fi
oeffnenmit_zeigen	openwith_show	global	./kernel/user/explorer.fi
offen	open	file	./kernel/absturz.fi;./kernel/app/knetz.fi
ohne_luft	without_air	global	./kernel/user/rechner.fi
ohne_platz	without_space	global	./kernel/usb.fi
ohne_sig	without_sig	global	./kernel/wm.fi
oops_wort	oops_word	global	./kernel/user/fas.fi
opt_wort	opt_word	global	./kernel/user/settings.fi
ordner_her	folder_fetch	global	./kernel/user/sync.fi
ordner_lesen	folder_read	global	./kernel/user/viewer.fi
ordner_pruefen	folder_check	global	./kernel/app/anb_eigen.fi
ort	place	global	./kernel/user/papierkorb.fi
ort_gehen	place_walk	global	./kernel/user/explorer.fi
ort_ist_kopf	place_is_header	global	./kernel/user/exporte.fi
ort_ist_traeger	place_is_carrier	global	./kernel/user/exporte.fi
ort_pfad	place_path	global	./kernel/user/exporte.fi
ort_text	place_text	global	./kernel/user/exporte.fi
orte_zahl	places_num	global	./kernel/user/exporte.fi
pad_setzen	pad_set	global	./kernel/fb.fi
pad_wert	pad_value	global	./kernel/fb.fi
paint_bild	paint_image	global	./kernel/user/wlib.fi
paint_kurve	paint_curve	global	./kernel/user/wlib.fi
paint_leinwand	paint_canvas	global	./kernel/user/wlib.fi
paket_holen	packet_get	global	./kernel/user/ota.fi
paket_pruefen	packet_check	global	./kernel/user/opk.fi
paket_zahl	packet_num	global	./kernel/user/ota.fi
paket_zeile	packet_line	global	./kernel/user/ota.fi
passende_zahl	matching_num	global	./kernel/user/ota.fi
passt_eintrag	fits_entry	global	./kernel/app/jarvisd.fi
pde_bei	pde_at	global	./kernel/arch/x86_64/apic.fi
pfad	path	file	./kernel/dispsave.fi;./kernel/user/mut.fi
pfad_bauen	path_build	file	./kernel/app/anb_eigen.fi;./kernel/user/expmodell.fi
pfad_ersetzen	path_replace	global	./kernel/user/sync.fi
pfad_holen	path_get	global	./kernel/app/wasm.fi
pfad_kanten	path_edges	global	./kernel/vektor.fi
pfad_konten	path_accounts	global	./kernel/app/kspeicher.fi
pfad_neu	path_new	global	./kernel/vektor.fi
pfad_punkte	path_points	global	./kernel/vektor.fi
pfad_sauber	path_clean	global	./kernel/app/jarvisd.fi
pfad_von	path_from	file	./kernel/user/korb.fi;./kernel/user/sync.fi
pin_unter	pin_under	global	./kernel/user/taskbar.fi
pin_ziel	pin_target	global	./kernel/user/taskbar.fi
plan_lesen	plan_read	global	./kernel/user/opk.fi
plan_schreiben	plan_write	global	./kernel/user/opk.fi
plan_setzen	plan_set	global	./kernel/user/opk.fi
plan_zeile	plan_line	global	./kernel/user/opk.fi
plan_zeilen	plan_lines	global	./kernel/user/opk.fi
platte_zeigen	disk_show	global	./kernel/user/install.fi
platz	space	file	./kernel/app/anbieter.fi;./kernel/modtab.fi
pm_lesen	pm_read	global	./kernel/arch/x86_64/apic.fi
pmk_aus_passwort	pmk_off_password	global	./lib/wlan/wpa.fi
pmk_setzen	pmk_set	global	./lib/wlan/verbinden.fi
pn_aus_kopf	pn_off_header	global	./lib/wlan/ccmp.fi
png_datei	png_file	global	./kernel/user/bild.fi
png_lesen	png_read	global	./kernel/user/bild.fi
png_schreiben	png_write	global	./kernel/user/bild.fi
png_stueck	png_chunk	global	./kernel/app/jarvisd.fi
potenz2_ueber	pow2_over	global	./kernel/user/fas.fi
ppm_ueber_kern	ppm_over_kernel	global	./kernel/app/jarvisd.fi
proj_setzen	proj_set	global	./kernel/r3dsoft.fi
pruef_new	check_new	global	./lib/wlan/pruefgeraet.fi
pruefbild_kopf	testimage_header	global	./kernel/kgui.fi
pruefe_datei	check_file	global	./kernel/user/fsrv.fi
pruefen	check	file	./kernel/app/anb_eigen.fi;./kernel/app/anb_jarvis.fi;./kernel/app/anb_xoffi.fi
pruefen_und_legen	check_and_place	global	./kernel/modul.fi
pubkey_zeigen	pubkey_show	global	./kernel/user/vpn.fi
puffer_gleich	buffer_eq	global	./kernel/app/kspeicher.fi
puffer_zeile	buffer_line	global	./kernel/grafik.fi
puls_zahl	pulse_num	global	./kernel/kgui.fi
puls_zwei	pulse_two	global	./kernel/kgui.fi
punkt	point	file	./kernel/user/absturz.fi;./kernel/user/dateiop.fi;./kernel/user/explorer.fi;./kernel/user/freunde.fi;./kernel/user/marke_start.fi;./kernel/user/nidx.fi;./kernel/user/zip.fi;./kernel/vektor.fi
punkt_mal_matrix	point_draw_matrix	global	./kernel/r3dsoft.fi
punkt_sagen	point_say	global	./kernel/user/viewer.fi
quelle_zeile	source_line	global	./kernel/grafik.fi
r3blind_setzen	r3blind_set	global	./kernel/sched.fi
race_bereit	race_ready	global	./kernel/wig.fi
race_zeichen	race_char	global	./kernel/wig.fi
race_zeile	race_line	global	./kernel/wig.fi
rahmen_bauen	frame_build	global	./kernel/user/praesenz.fi
rand_a	margin_a	global	./kernel/zeiger.fi
rand_zeiger	margin_cursor	global	./kernel/wm.fi
read_ziel	read_target	global	./kernel/user/init.fi
rechnen	compute	global	./kernel/user/rechner.fi
regel_new	rule_new	global	./lib/wlan/kanal.fi
resolv_schreiben	resolv_write	global	./kernel/user/dhcp.fi
richte_aus	align_off	global	./kernel/user/fas.fi
ring3_alle_setzen	ring3_all_set	global	./kernel/sched.fi
ring3_fremd	ring3_foreign	global	./kernel/sched.fi
riss_oben	tear_top	global	./kernel/wm.fi
riss_unten	tear_bottom	global	./kernel/wm.fi
roh_merken	raw_remember	global	./kernel/usb.fi
rsdp_aus_karte	rsdp_off_map	global	./kernel/acpi.fi
ruecken	push	file	./kernel/app/anb_eigen.fi;./kernel/app/anb_jarvis.fi;./kernel/app/anb_xoffi.fi
ruecken_anmelden	push_login	global	./kernel/app/konto.fi
rueckgaengig_tun	undo_do	global	./kernel/user/explorer.fi
rumpf_lesen	body_read	global	./kernel/app/anb_jarvis.fi
rumpf_versatz	body_offset	global	./lib/wlan/rahmen.fi
sag_grund	say_reason	global	./kernel/user/firun.fi
sag_wenn_laut	say_if_loud	global	./kernel/app/jarvisd.fi
sag_zahl	say_num	global	./kernel/app/jarvisd.fi
sag_zeit	say_time	global	./kernel/user/ls.fi
sagen	say	file	./kernel/app/konto.fi;./kernel/user/k16.fi
sagen_i	say_i	global	./kernel/user/k16.fi
sagen_text	say_text	global	./kernel/user/k16.fi
satz_zeiger	record_cursor	global	./kernel/user/dnswt.fi
save_lesen	save_read	global	./kernel/user/settings.fi
say_addr_kurz	say_addr_short	global	./kernel/ksymtab.fi
say_ziel	say_target	global	./kernel/user/init.fi
scan_speicher	scan_mem	global	./kernel/user/explorer.fi
schein_pruefen	cert_check	global	./kernel/app/jarvisd.fi
schema_pfad	schema_path	global	./kernel/user/settings.fi
schemas_lesen	schemas_read	global	./kernel/user/settings.fi
schirm	screen	global	./kernel/app/jarvisd.fi
schirm_masse	screen_dims	global	./kernel/user/snip.fi
schlecht_conn	bad_conn	global	./kernel/app/knetz.fi
schlecht_len	bad_len	global	./kernel/app/knetz.fi
schliessen	close	global	./lib/libc/dns.fi
schluessel_holen	key_get	file	./kernel/app/ksiegel.fi;./kernel/user/opk.fi;./kernel/user/ota.fi;./lib/wlan/pruefgeraet.fi
schluessel_setzen	key_set	global	./lib/wlan/geraet.fi
schluss	end	global	./kernel/user/zip.fi
schon_versucht	already_tried	global	./kernel/hda.fi
schreib_alles	write_all	global	./kernel/user/fas.fi
schreib_bei	write_at	global	./kernel/user/fsrlim.fi
schreiben	write	file	./kernel/dispsave.fi;./kernel/user/log.fi;./kernel/user/proxy.fi
schreiber_neu	writer_new	global	./kernel/app/kjson.fi
schwanz_zeigen	tail_show	global	./kernel/user/jarvisctl.fi
seite	page	global	./kernel/fb.fi
sel_rahmen	sel_frame	global	./kernel/user/wlib.fi
sel_zahl	sel_num	global	./kernel/user/wlib.fi
selbst	self	file	./kernel/user/reboot.fi;./kernel/user/shutdown.fi
set_aus	set_off	global	./kernel/serial.fi
set_vor_step	set_before_step	global	./kernel/wm.fi
set_vor_t0	set_before_t0	global	./kernel/wm.fi
set_vor_win	set_before_win	global	./kernel/wm.fi
setz_ecke	set_corner	global	./kernel/r3dtest.fi
setz_groesse	set_size	global	./kernel/user/wlib.fi
setze_band	set_band	global	./lib/wlan/beacon.fi
setze_zahl	set_num	file	./kernel/user/fsrv.fi;./kernel/user/fsrw.fi
setzen	set	file	./kernel/app/kgegen.fi;./kernel/user/praesenz.fi
shadow_wert	shadow_value	global	./kernel/user/wlibc.fi
show_ziel	show_target	global	./kernel/user/svc.fi
sicher_loeschen	secure_delete	global	./kernel/app/ksiegel.fi
sichern	save	file	./kernel/user/explorer.fi;./kernel/user/snip.fi
sichern_fragen	save_ask	global	./kernel/user/explorer.fi
sig_mit	sig_with	global	./kernel/user/ota.fi
signatur_holen	signature_get	global	./kernel/user/opk.fi
sitkey_holen	sitkey_get	global	./kernel/user/tresor.fi
sitzung_frei	session_free	global	./kernel/app/anbieter.fi
sitzung_laden	session_load	global	./kernel/app/kspeicher.fi
sitzung_lesen	session_read	global	./kernel/user/tresor.fi
sitzung_loeschen	session_delete	global	./kernel/app/kspeicher.fi
sitzung_neu	session_new	global	./kernel/app/anbieter.fi
sitzung_pfad	session_path	global	./kernel/app/kspeicher.fi
sitzung_schreiben	session_write	global	./kernel/user/tresor.fi
sort_spalte	sort_column	global	./kernel/user/expmodell.fi
sp_pfad	sp_path	global	./kernel/user/sync.fi
spalte_breit	column_wide	global	./kernel/user/wlib.fi
spalten_setzen	columns_set	file	./kernel/user/explorer.fi;./kernel/user/settings.fi
sperr_laden	lock_load	global	./kernel/user/ota.fi
sperr_platz	lock_space	global	./kernel/wm.fi
sperre_schreiben	lock_write	global	./kernel/user/settings.fi
sperren_zeigen	locks_show	global	./kernel/user/ota.fi
spur_maus	trace_mouse	global	./kernel/hidin.fi
spur_sagen	trace_say	global	./kernel/arch/x86_64/trap.fi
spur_taste	trace_key	global	./kernel/hidin.fi
sse_zwei	sse_two	global	./kernel/user/fas.fi
stand_lesen	state_read	global	./kernel/user/settings.fi
stand_zeile	state_line	global	./kernel/grafik.fi
stille_pruefen	silence_check	global	./kernel/usb.fi
store_pfad	store_path	global	./kernel/user/opk.fi
store_schreiben	store_write	global	./kernel/user/opk.fi
streu_datei	hash_file	global	./kernel/user/ota.fi
strich_breite	stroke_width	global	./kernel/vektor.fi
strich_ecke	stroke_corner	global	./kernel/vektor.fi
strich_ende	stroke_end	global	./kernel/vektor.fi
strom_ende	stream_end	global	./kernel/user/flate.fi
stufe_der_zeile	level_the_line	global	./kernel/user/log.fi
stufe_hell	level_bright	global	./kernel/user/settings.fi
stufe_zahl	level_num	global	./kernel/kgui.fi
suche_baum	search_tree	global	./kernel/user/locate.fi
summe	sum	global	./kernel/user/korb.fi
sym_wert	sym_value	global	./kernel/modul.fi
symbol_fuer	icon_for	file	./kernel/user/explorer.fi;./kernel/user/expmodell.fi
symbol_load	icon_load	global	./kernel/user/appdir.fi
symbol_of	sym_of	global	./kernel/user/appdir.fi
sync_feld	sync_field	global	./kernel/user/settings.fi
sync_lesen	sync_read	global	./kernel/user/settings.fi
syscalls_summe	syscalls_sum	global	./kernel/sched.fi
t_nach_k	t_to_k	global	./kernel/user/rechner.fi
tab_breite	tab_width	global	./kernel/user/wlib.fi
tab_summe	tab_sum	global	./kernel/user/wlib.fi
tabelle_bauen	table_build	file	./kernel/user/expmodell.fi;./kernel/user/papierkorb.fi
tabelle_ptr	table_ptr	global	./kernel/user/expmodell.fi
table_ein	table_in	global	./kernel/user/wlib.fi
tafel_anders	board_changed	global	./kernel/kgui.fi
tafel_aus	board_clear	global	./kernel/ttf.fi
tafel_merken	board_remember	global	./kernel/kgui.fi
tafel_merken_alt	board_remember_old	global	./kernel/kgui.fi
tafel_setzen	board_set	file	./kernel/app/anbieter.fi;./lib/wlan/geraet.fi
tafel_zeile_sagen	board_line_say	global	./kernel/kgui.fi
tage_im_monat	days_in_month	file	./kernel/user/ls.fi;./kernel/user/taskbar.fi
taste_block	key_block	global	./kernel/user/explorer.fi
taste_verarbeiten	key_handle	global	./kernel/user/wlib.fi
tasten_melden	keys_report	global	./kernel/hidin.fi
tasten_und_maus	keys_and_mouse	global	./kernel/hidin.fi
teil_katalog	part_catalog	global	./kernel/user/i18nt.fi
teil_kbd	part_kbd	global	./kernel/user/i18nt.fi
teil_utf8	part_utf8	global	./kernel/user/i18nt.fi
teiler	divisor	global	./kernel/hidin.fi
text_lesen	text_read	file	./kernel/user/sync.fi;./kernel/user/tresor.fi
text_schreiben	text_write	file	./kernel/user/sync.fi;./kernel/user/tresor.fi
thema_neu	theme_new	file	./kernel/user/fuib.fi;./kernel/user/qs.fi
theme_conf_schreiben	theme_conf_write	global	./kernel/user/settings.fi
tip_auf	tip_open	global	./kernel/user/taskbar.fi
tip_offen	tip_open_is	global	./kernel/user/taskbar.fi
tip_zu	tip_close	global	./kernel/user/taskbar.fi
titel_alt	title_old	global	./kernel/wm.fi
titel_beschnitten	title_clipped	global	./kernel/wm.fi
titel_fehlt	title_missing	global	./kernel/wm.fi
tmp_pfad	tmp_path	global	./kernel/user/ota.fi
tote_zahl	dead_num	global	./kernel/arch/x86_64/trap.fi
traeger_lesen	carrier_read	global	./kernel/user/exporte.fi
traeger_zahl	carrier_num	global	./kernel/user/exporte.fi
tu_pruefen	do_check	global	./kernel/app/anbieter.fi
tue_aus	do_off	global	./kernel/user/jsig.fi
tue_befehl	do_cmd	file	./kernel/app/jarvisd.fi;./kernel/user/fas.fi
tue_eingabe	do_input	global	./kernel/user/jarvisctl.fi
tue_liste	do_list	global	./kernel/app/jarvisd.fi
tue_zeile	do_line	global	./kernel/user/fas.fi
tut_datei	does_file	global	./kernel/user/fsrlim.fi
tut_gross	does_big	global	./kernel/user/fsrlim.fi
tut_weit	does_wide	global	./kernel/user/fsrlim.fi
typ_lesen	type_read	global	./kernel/app/wasm.fi
u8_lesen	u8_read	global	./kernel/app/wasm.fi
u_caps_weiter	u_caps_next	global	./kernel/uprog.fi
u_fuzz_rand	u_fuzz_margin	global	./kernel/uprog.fi
u_fuzz_wert	u_fuzz_value	global	./kernel/uprog.fi
u_handle_falsch	u_handle_wrong	global	./kernel/uprog.fi
u_liste	u_list	global	./kernel/user/rechner.fi
u_rechnen	u_compute	global	./kernel/user/rechner.fi
u_sagen	u_say	global	./kernel/user/lock.fi
ub_zeile	ub_line	global	./kernel/kgui.fi
ueber_leer	over_empty	global	./lib/libc/dns.fi
ueber_tls	over_tls	global	./kernel/app/knetz.fi
umbenennen_tun	rename_do	global	./kernel/user/explorer.fi
undo_zahl	undo_num	global	./kernel/user/expakt.fi
union_flaeche	union_area	global	./kernel/user/wlib.fi
unter_uns	private	global	./kernel/user/speicher.fi
unteres_stueck	lower_chunk	global	./kernel/arch/x86_64/trap.fi
v_kante	v_edge	global	./kernel/user/wlibc.fi
v_kreuz_add	v_cross_add	global	./kernel/user/wlibc.fi
v_linie	v_line	global	./kernel/user/wlibc.fi
v_nach	v_move_to	global	./kernel/user/wlibc.fi
v_neu	v_new	global	./kernel/user/wlibc.fi
v_punkt	v_point	global	./kernel/user/wlibc.fi
v_zu	v_close_path	global	./kernel/user/wlibc.fi
verlauf_aus	gradient_off	global	./kernel/vektor.fi
verlauf_farbe	gradient_color	global	./kernel/vektor.fi
verzeichnis	dir	global	./kernel/app/ksiegel.fi
verzeichnis_holen	dir_get	global	./kernel/user/ota.fi
vieleck_rund	polygon_round	global	./kernel/vektor.fi
vier_hex	four_hex	global	./kernel/app/kjson.fi
vier_zahlen	four_nums	global	./kernel/app/knetz.fi
vm_fehler	vm_error	global	./kernel/sys.fi
voll	full	global	./kernel/user/viewer.fi
voll_von	full_from	global	./kernel/user/explorer.fi
vor	before	global	./kernel/user/taskmgr.fi
vor_step	before_step	global	./kernel/wm.fi
vor_t0	before_t0	global	./kernel/wm.fi
vor_win	before_win	global	./kernel/wm.fi
vorlage_kon_zeigen	template_con_show	global	./kernel/user/settings.fi
vorlagen_lesen	templates_read	global	./kernel/user/settings.fi
wahr	is_true	global	./kernel/app/kjson.fi
warnung	warning	global	./kernel/user/sync.fi
warte_platz	wait_space	global	./kernel/i2chid.fi
weg	remove	file	./kernel/user/opk.fi;./kernel/user/ota.fi
weg_daten	gone_data	global	./kernel/blk.fi
weg_zeile	gone_line	global	./kernel/grafik.fi
weite	width	global	./kernel/zeiger.fi
wer_bin_ich	whoami	global	./kernel/user/lock.fi
wert_von	value_from	global	./kernel/user/korb.fi
wie_code	how_code	global	./kernel/arch/x86_64/trap.fi
wieder_da	again_present	global	./kernel/user/snip.fi
wieder_hin	again_to	global	./kernel/vmode.fi
wiedereinspiel_pruefen	replay_check	global	./lib/wlan/ccmp.fi
will_halten	wants_hold	global	./kernel/r3dtest.fi
wort	word	file	./kernel/app/kjson.fi;./kernel/hidtest.fi;./kernel/user/k17.fi
wort_anfang	word_begin	global	./kernel/app/konto.fi
wort_drin	word_in	global	./kernel/app/knetz.fi
wort_ende	word_end	file	./kernel/app/konto.fi;./kernel/user/fas.fi
wort_gleich	word_eq	global	./lib/libc/dns.fi
wort_ist	word_is	global	./kernel/user/kbund.fi
wort_senden	word_send	global	./kernel/app/jarvisd.fi
wurzel	root	global	./kernel/vektor.fi
wurzel_fx	root_fx	global	./kernel/r3dsoft.fi
wurzel_lesen	root_read	global	./kernel/user/sync.fi
wurzel_mac	root_mac	global	./kernel/user/sync.fi
wurzel_schreiben	root_write	global	./kernel/user/sync.fi
wurzel_von	root_from	global	./kernel/user/korb.fi
z_ende	z_end	global	./kernel/user/taskmgr.fi
z_neu	z_new	global	./kernel/user/taskmgr.fi
zaehler	counter	file	./kernel/ftype.fi;./kernel/ofsj.fi;./kernel/user/mut.fi
zaehler_empfangen	counter_recv	global	./lib/wlan/geraet.fi
zaehler_gesendet	counter_sent	global	./lib/wlan/geraet.fi
zaehler_lesen	counter_read	global	./kernel/user/sync.fi
zaehler_schreiben	counter_write	global	./kernel/user/sync.fi
zaehler_verworfen	counter_dropped	global	./lib/wlan/geraet.fi
zahl	num	file	./kernel/app/knetz.fi;./kernel/user/firun.fi;./kernel/user/power.fi
zahl_an	num_at	file	./kernel/user/dhcp.fi;./kernel/user/expakt.fi;./kernel/user/opk.fi;./kernel/user/ota.fi;./kernel/user/settings.fi;./kernel/user/snip.fi;./kernel/user/viewer.fi;./lib/libc/dns.fi
zahl_aus	num_out	global	./kernel/app/wasm.fi
zahl_bei	num_at	global	./kernel/fb.fi
zahl_hinter	num_after	global	./kernel/fb.fi
zahl_lesen	num_read	global	./kernel/user/dispctl.fi
zahl_oder_strich	num_or_stroke	global	./kernel/user/tiling.fi
zahl_op	num_op	global	./kernel/app/wasm.fi
zahl_senden	num_send	global	./kernel/kbd.fi
zahl_von	num_from	file	./kernel/app/jarvisd.fi;./kernel/user/fas.fi;./kernel/user/settings.fi
zahl_zeile	num_line	global	./kernel/user/dispctl.fi
zeichen	char	global	./kernel/app/kjson.fi
zeig_zeile	show_line	global	./kernel/user/jarvisctl.fi
zeige_ort	show_place	global	./kernel/user/explorer.fi
zeigen	show	file	./kernel/hidin.fi;./kernel/user/absturz.fi;./kernel/user/praesenz.fi;./kernel/user/proxy.fi;./kernel/user/snip.fi;./kernel/user/viewer.fi;./kernel/user/vpn.fi
zeiger	cursor	file	./kernel/user/dnswt.fi;./kernel/user/fsck.fi
zeile	line	file	./kernel/app/konto.fi;./kernel/user/dispctl.fi;./kernel/user/install.fi;./kernel/user/log.fi
zeile_ab	line_from	global	./kernel/user/ota.fi
zeile_an	line_at	file	./kernel/serial.fi;./kernel/user/opk.fi
zeile_aus	line_clear	file	./kernel/serial.fi;./kernel/user/absturz.fi;./kernel/user/krach.fi;./kernel/user/log.fi
zeile_bauen	line_build	global	./kernel/app/kspeicher.fi
zeile_beginnt	line_begins	global	./kernel/user/settings.fi
zeile_c	line_c	global	./kernel/app/konto.fi
zeile_hex	line_hex	global	./kernel/user/kbund.fi
zeile_holen	line_get	file	./kernel/app/kspeicher.fi;./kernel/user/sync.fi
zeile_messung	line_measure	global	./kernel/r3dtest.fi
zeile_n	line_n	global	./kernel/app/konto.fi
zeile_suchen	line_find	global	./kernel/user/sync.fi
zeile_text	line_text	global	./kernel/user/kbund.fi
zeile_txt	line_txt	global	./kernel/user/expdlg.fi
zeile_verloren	line_lost	global	./kernel/serial.fi
zeile_von	line_from	global	./kernel/app/kmsg.fi
zeile_wert	line_value	file	./kernel/app/anb_eigen.fi;./kernel/app/kspeicher.fi
zeile_zahl	line_num	file	./kernel/app/jarvisd.fi;./kernel/user/expdlg.fi
zeile_zeigen	line_show	global	./kernel/user/ota.fi
zeile_zeit	line_time	global	./kernel/user/expdlg.fi
zeilen	lines	global	./kernel/app/kspeicher.fi
zeilen_gleich	lines_eq	global	./kernel/user/sync.fi
zeilen_hoehe	lines_height	global	./kernel/user/wlib.fi
zeilen_melden	lines_report	global	./kernel/user/speicher.fi
zeit_der_zeile	time_the_line	global	./kernel/user/log.fi
zeit_feld	time_field	global	./kernel/uio.fi
zeit_lade	time_load	global	./kernel/user/expmodell.fi
zeit_ms	time_ms	global	./kernel/user/fsrlim.fi
zeit_offset	time_offset	global	./kernel/user/expmodell.fi
zeit_ok	time_ok	global	./kernel/user/find.fi
zeit_text	time_text	file	./kernel/user/expmodell.fi;./kernel/user/korb.fi
zeit_von	time_from	file	./kernel/user/korb.fi;./kernel/user/sync.fi
ziel_aus	target_from	file	./kernel/app/anb_eigen.fi;./kernel/app/anb_jarvis.fi;./kernel/app/anb_xoffi.fi
ziel_lesen	target_read	global	./kernel/app/knetz.fi
ziel_neu	target_new	global	./kernel/app/knetz.fi
ziel_of	target_of	global	./kernel/user/init.fi
zu	close_path	global	./kernel/vektor.fi
zu_frequenz	to_freq	global	./lib/wlan/kanal.fi
zu_zahl	to_num	file	./kernel/app/anb_eigen.fi;./kernel/app/kspeicher.fi
zugang_neu	access_new	global	./kernel/app/anbieter.fi
zumach_sagen	close_say	global	./kernel/kgui.fi
zuordnung_zeile	mapping_line	global	./kernel/grafik.fi
zurueck	back	global	./kernel/user/korb.fi
zusammen	together	global	./kernel/user/korb.fi
zustand_setzen	state_set	global	./kernel/user/fuib.fi
zwei	two	file	./kernel/app/jarvisd.fi;./kernel/user/expmodell.fi;./kernel/user/korb.fi;./kernel/user/ls.fi
zwei_an	two_on	global	./kernel/user/settings.fi
